log_id,product_id,created_at,tamper_type,resolution_status,settling_time,renewal_cycle,location,pushed_at
107,121,"2025-06-04 15:33:01",magnetic,detected,,,,"2025-06-04 23:36:59"
108,121,"2025-06-04 15:33:16",magnetic,detected,,,,"2025-06-04 23:36:59"
109,121,"2025-06-04 15:33:20",magnetic,detected,,,,"2025-06-04 23:36:59"
110,121,"2025-06-04 15:33:26",magnetic,detected,,,,"2025-06-04 23:36:59"
